,date,country,continent,value
17723,2020-09-28,Canada,Americas,0
17724,2020-09-29,Canada,Americas,0
17725,2020-09-30,Canada,Americas,0
17726,2020-10-01,Canada,Americas,0
17727,2020-10-02,Canada,Americas,0
17728,2020-10-03,Canada,Americas,0
17729,2020-10-04,Canada,Americas,0
17730,2020-10-05,Canada,Americas,0
17731,2020-10-06,Canada,Americas,0
17732,2020-10-07,Canada,Americas,0
17733,2020-10-08,Canada,Americas,0
17734,2020-10-09,Canada,Americas,0
17735,2020-10-10,Canada,Americas,0
17736,2020-10-11,Canada,Americas,0
17737,2020-10-12,Canada,Americas,0
17738,2020-10-13,Canada,Americas,0
17739,2020-10-14,Canada,Americas,0
17740,2020-10-15,Canada,Americas,0
17741,2020-10-16,Canada,Americas,0
17742,2020-10-17,Canada,Americas,0
17743,2020-10-18,Canada,Americas,0
17744,2020-10-19,Canada,Americas,0
17745,2020-10-20,Canada,Americas,0
17746,2020-10-21,Canada,Americas,0
17747,2020-10-22,Canada,Americas,0
17748,2020-10-23,Canada,Americas,0
17749,2020-10-24,Canada,Americas,0
17750,2020-10-25,Canada,Americas,0
17751,2020-10-26,Canada,Americas,0
17752,2020-10-27,Canada,Americas,0
17753,2020-10-28,Canada,Americas,0
17754,2020-10-29,Canada,Americas,0
17755,2020-10-30,Canada,Americas,0
17756,2020-10-31,Canada,Americas,0
17757,2020-11-01,Canada,Americas,0
17758,2020-11-02,Canada,Americas,0
17759,2020-11-03,Canada,Americas,0
17760,2020-11-04,Canada,Americas,0
17761,2020-11-05,Canada,Americas,0
17762,2020-11-06,Canada,Americas,1
17763,2020-11-07,Canada,Americas,1
17764,2020-11-08,Canada,Americas,2
17765,2020-11-09,Canada,Americas,2
17766,2020-11-10,Canada,Americas,2
17767,2020-11-11,Canada,Americas,3
17768,2020-11-12,Canada,Americas,3
17769,2020-11-13,Canada,Americas,4
17770,2020-11-14,Canada,Americas,8
17771,2020-11-15,Canada,Americas,18
17772,2020-11-16,Canada,Americas,24
17773,2020-11-17,Canada,Americas,58
17774,2020-11-18,Canada,Americas,68
17775,2020-11-19,Canada,Americas,72
17776,2020-11-20,Canada,Americas,82
17777,2020-11-21,Canada,Americas,107
17778,2020-11-22,Canada,Americas,128
17779,2020-11-23,Canada,Americas,134
17780,2020-11-24,Canada,Americas,144
17781,2020-11-25,Canada,Americas,155
17782,2020-11-26,Canada,Americas,155
17783,2020-11-27,Canada,Americas,159
17784,2020-11-28,Canada,Americas,164
17785,2020-11-29,Canada,Americas,177
17786,2020-11-30,Canada,Americas,181
17787,2020-12-01,Canada,Americas,182
17788,2020-12-02,Canada,Americas,193
17789,2020-12-03,Canada,Americas,198
17790,2020-12-04,Canada,Americas,206
17791,2020-12-05,Canada,Americas,214
17792,2020-12-06,Canada,Americas,216
17793,2020-12-07,Canada,Americas,219
17794,2020-12-08,Canada,Americas,220
17795,2020-12-09,Canada,Americas,229
17796,2020-12-10,Canada,Americas,229
17797,2020-12-11,Canada,Americas,245
17798,2020-12-12,Canada,Americas,247
17799,2020-12-13,Canada,Americas,247
17800,2020-12-14,Canada,Americas,256
17801,2020-12-15,Canada,Americas,258
17802,2020-12-16,Canada,Americas,258
17803,2020-12-17,Canada,Americas,259
17804,2020-12-18,Canada,Americas,259
17805,2020-12-19,Canada,Americas,259
17806,2020-12-20,Canada,Americas,259
17807,2020-12-21,Canada,Americas,262
17808,2020-12-22,Canada,Americas,262
17809,2020-12-23,Canada,Americas,264
17810,2020-12-24,Canada,Americas,265
17811,2020-12-25,Canada,Americas,265
17812,2020-12-26,Canada,Americas,265
17813,2020-12-27,Canada,Americas,265
17814,2020-12-28,Canada,Americas,266
17815,2020-12-29,Canada,Americas,266
17816,2020-12-30,Canada,Americas,266
17817,2020-12-31,Canada,Americas,266
17818,2021-01-01,Canada,Americas,266
17819,2021-01-02,Canada,Americas,266
17820,2021-01-03,Canada,Americas,266
17821,2021-01-04,Canada,Americas,266
17822,2021-01-05,Canada,Americas,266
17823,2021-01-06,Canada,Americas,266
17824,2021-01-07,Canada,Americas,266
17825,2021-01-08,Canada,Americas,266
17826,2021-01-09,Canada,Americas,266
17827,2021-01-10,Canada,Americas,266
17828,2021-01-11,Canada,Americas,266
17829,2021-01-12,Canada,Americas,266
17830,2021-01-13,Canada,Americas,266
17831,2021-01-14,Canada,Americas,266
17832,2021-01-15,Canada,Americas,266
17833,2021-01-16,Canada,Americas,266
17834,2021-01-17,Canada,Americas,266
17835,2021-01-18,Canada,Americas,266
17836,2021-01-19,Canada,Americas,266
17837,2020-01-22,Canada,Americas,0
17838,2020-01-23,Canada,Americas,0
17839,2020-01-24,Canada,Americas,0
17840,2020-01-25,Canada,Americas,0
17841,2020-01-26,Canada,Americas,1
17842,2020-01-27,Canada,Americas,1
17843,2020-01-28,Canada,Americas,1
17844,2020-01-29,Canada,Americas,1
17845,2020-01-30,Canada,Americas,1
17846,2020-01-31,Canada,Americas,3
17847,2020-02-01,Canada,Americas,3
17848,2020-02-02,Canada,Americas,3
17849,2020-02-03,Canada,Americas,3
17850,2020-02-04,Canada,Americas,3
17851,2020-02-05,Canada,Americas,3
17852,2020-02-06,Canada,Americas,3
17853,2020-02-07,Canada,Americas,3
17854,2020-02-08,Canada,Americas,3
17855,2020-02-09,Canada,Americas,3
17856,2020-02-10,Canada,Americas,3
17857,2020-02-11,Canada,Americas,3
17858,2020-02-12,Canada,Americas,3
17859,2020-02-13,Canada,Americas,3
17860,2020-02-14,Canada,Americas,3
17861,2020-02-15,Canada,Americas,3
17862,2020-02-16,Canada,Americas,3
17863,2020-02-17,Canada,Americas,3
17864,2020-02-18,Canada,Americas,3
17865,2020-02-19,Canada,Americas,3
17866,2020-02-20,Canada,Americas,3
17867,2020-02-21,Canada,Americas,3
17868,2020-02-22,Canada,Americas,3
17869,2020-02-23,Canada,Americas,3
17870,2020-02-24,Canada,Americas,4
17871,2020-02-25,Canada,Americas,4
17872,2020-02-26,Canada,Americas,4
17873,2020-02-27,Canada,Americas,6
17874,2020-02-28,Canada,Americas,6
17875,2020-02-29,Canada,Americas,11
17876,2020-03-01,Canada,Americas,15
17877,2020-03-02,Canada,Americas,18
17878,2020-03-03,Canada,Americas,20
17879,2020-03-04,Canada,Americas,20
17880,2020-03-05,Canada,Americas,22
17881,2020-03-06,Canada,Americas,25
17882,2020-03-07,Canada,Americas,28
17883,2020-03-08,Canada,Americas,29
17884,2020-03-09,Canada,Americas,34
17885,2020-03-10,Canada,Americas,36
17886,2020-03-11,Canada,Americas,41
17887,2020-03-12,Canada,Americas,42
17888,2020-03-13,Canada,Americas,74
17889,2020-03-14,Canada,Americas,79
17890,2020-03-15,Canada,Americas,104
17891,2020-03-16,Canada,Americas,177
17892,2020-03-17,Canada,Americas,185
17893,2020-03-18,Canada,Americas,221
17894,2020-03-19,Canada,Americas,257
17895,2020-03-20,Canada,Americas,308
17896,2020-03-21,Canada,Americas,377
17897,2020-03-22,Canada,Americas,425
17898,2020-03-23,Canada,Americas,503
17899,2020-03-24,Canada,Americas,588
17900,2020-03-25,Canada,Americas,688
17901,2020-03-26,Canada,Americas,858
17902,2020-03-27,Canada,Americas,994
17903,2020-03-28,Canada,Americas,1144
17904,2020-03-29,Canada,Americas,1355
17905,2020-03-30,Canada,Americas,1706
17906,2020-03-31,Canada,Americas,1966
17907,2020-04-01,Canada,Americas,2392
17908,2020-04-02,Canada,Americas,2793
17909,2020-04-03,Canada,Americas,3255
17910,2020-04-04,Canada,Americas,3630
17911,2020-04-05,Canada,Americas,4354
17912,2020-04-06,Canada,Americas,4347
17913,2020-04-07,Canada,Americas,4726
17914,2020-04-08,Canada,Americas,5276
17915,2020-04-09,Canada,Americas,5759
17916,2020-04-10,Canada,Americas,6237
17917,2020-04-11,Canada,Americas,6648
17918,2020-04-12,Canada,Americas,7049
17919,2020-04-13,Canada,Americas,7470
17920,2020-04-14,Canada,Americas,7953
17921,2020-04-15,Canada,Americas,8447
17922,2020-04-16,Canada,Americas,9840
17923,2020-04-17,Canada,Americas,10456
17924,2020-04-18,Canada,Americas,11013
17925,2020-04-19,Canada,Americas,11561
17926,2020-04-20,Canada,Americas,12063
17927,2020-04-21,Canada,Americas,12715
17928,2020-04-22,Canada,Americas,13718
17929,2020-04-23,Canada,Americas,14068
17930,2020-04-24,Canada,Americas,14550
17931,2020-04-25,Canada,Americas,15012
17932,2020-04-26,Canada,Americas,15568
17933,2020-04-27,Canada,Americas,15970
17934,2020-04-28,Canada,Americas,16500
17935,2020-04-29,Canada,Americas,16978
17936,2020-04-30,Canada,Americas,17395
17937,2020-05-01,Canada,Americas,17880
17938,2020-05-02,Canada,Americas,18321
17939,2020-05-03,Canada,Americas,18574
17940,2020-05-04,Canada,Americas,19097
17941,2020-05-05,Canada,Americas,19468
17942,2020-05-06,Canada,Americas,19910
17943,2020-05-07,Canada,Americas,20388
17944,2020-05-08,Canada,Americas,20826
17945,2020-05-09,Canada,Americas,21148
17946,2020-05-10,Canada,Americas,21469
17947,2020-05-11,Canada,Americas,21817
17948,2020-05-12,Canada,Americas,22158
17949,2020-05-13,Canada,Americas,22516
17950,2020-05-14,Canada,Americas,22865
17951,2020-05-15,Canada,Americas,23258
17952,2020-05-16,Canada,Americas,23645
17953,2020-05-17,Canada,Americas,23974
17954,2020-05-18,Canada,Americas,24286
17955,2020-05-19,Canada,Americas,24755
17956,2020-05-20,Canada,Americas,25197
17957,2020-05-21,Canada,Americas,25595
17958,2020-05-22,Canada,Americas,26085
17959,2020-05-23,Canada,Americas,26560
17960,2020-05-24,Canada,Americas,26897
17961,2020-05-25,Canada,Americas,27302
17962,2020-05-26,Canada,Americas,27624
17963,2020-05-27,Canada,Americas,27943
17964,2020-05-28,Canada,Americas,28320
17965,2020-05-29,Canada,Americas,28700
17966,2020-05-30,Canada,Americas,29023
17967,2020-05-31,Canada,Americas,29390
17968,2020-06-01,Canada,Americas,29845
17969,2020-06-02,Canada,Americas,30259
17970,2020-06-03,Canada,Americas,30603
17971,2020-06-04,Canada,Americas,30946
17972,2020-06-05,Canada,Americas,31359
17973,2020-06-06,Canada,Americas,31620
17974,2020-06-07,Canada,Americas,32096
17975,2020-06-08,Canada,Americas,32395
17976,2020-06-09,Canada,Americas,32678
17977,2020-06-10,Canada,Americas,32936
17978,2020-06-11,Canada,Americas,33173
17979,2020-06-12,Canada,Americas,33378
17980,2020-06-13,Canada,Americas,33625
17981,2020-06-14,Canada,Americas,33806
17982,2020-06-15,Canada,Americas,33986
17983,2020-06-16,Canada,Americas,34174
17984,2020-06-17,Canada,Americas,34382
17985,2020-06-18,Canada,Americas,34574
17986,2020-06-19,Canada,Americas,34780
17987,2020-06-20,Canada,Americas,35044
17988,2020-06-21,Canada,Americas,35217
17989,2020-06-22,Canada,Americas,35418
17990,2020-06-23,Canada,Americas,35657
17991,2020-06-24,Canada,Americas,35861
17992,2020-06-25,Canada,Americas,36046
17993,2020-06-26,Canada,Americas,36151
17994,2020-06-27,Canada,Americas,36322
17995,2020-06-28,Canada,Americas,36597
17996,2020-06-29,Canada,Americas,36823
17997,2020-06-30,Canada,Americas,36961
17998,2020-07-01,Canada,Americas,37085
17999,2020-07-02,Canada,Americas,37242
18000,2020-07-03,Canada,Americas,37407
18001,2020-07-04,Canada,Americas,37525
18002,2020-07-05,Canada,Americas,37653
18003,2020-07-06,Canada,Americas,37829
18004,2020-07-07,Canada,Americas,37917
18005,2020-07-08,Canada,Americas,38079
18006,2020-07-09,Canada,Americas,38200
18007,2020-07-10,Canada,Americas,38323
18008,2020-07-11,Canada,Americas,38398
18009,2020-07-12,Canada,Americas,38481
18010,2020-07-13,Canada,Americas,38730
18011,2020-07-14,Canada,Americas,38814
18012,2020-07-15,Canada,Americas,38918
18013,2020-07-16,Canada,Americas,39043
18014,2020-07-17,Canada,Americas,39164
18015,2020-07-18,Canada,Americas,39316
18016,2020-07-19,Canada,Americas,39434
18017,2020-07-20,Canada,Americas,39553
18018,2020-07-21,Canada,Americas,39718
18019,2020-07-22,Canada,Americas,39824
18020,2020-07-23,Canada,Americas,39936
18021,2020-07-24,Canada,Americas,40341
18022,2020-07-25,Canada,Americas,40457
18023,2020-07-26,Canada,Americas,40558
18024,2020-07-27,Canada,Americas,40673
18025,2020-07-28,Canada,Americas,40787
18026,2020-07-29,Canada,Americas,40873
18027,2020-07-30,Canada,Americas,40953
18028,2020-07-31,Canada,Americas,41178
18029,2020-08-01,Canada,Americas,41257
18030,2020-08-02,Canada,Americas,41333
18031,2020-08-03,Canada,Americas,41391
18032,2020-08-04,Canada,Americas,41495
18033,2020-08-05,Canada,Americas,41560
18034,2020-08-06,Canada,Americas,41635
18035,2020-08-07,Canada,Americas,41815
18036,2020-08-08,Canada,Americas,41894
18037,2020-08-09,Canada,Americas,41962
18038,2020-08-10,Canada,Americas,42082
18039,2020-08-11,Canada,Americas,42162
18040,2020-08-12,Canada,Americas,42233
18041,2020-08-13,Canada,Americas,42313
18042,2020-08-14,Canada,Americas,42412
18043,2020-08-15,Canada,Americas,42501
18044,2020-08-16,Canada,Americas,42563
18045,2020-08-17,Canada,Americas,42686
18046,2020-08-18,Canada,Americas,42800
18047,2020-08-19,Canada,Americas,42890
18048,2020-08-20,Canada,Americas,42983
18049,2020-08-21,Canada,Americas,43126
18050,2020-08-22,Canada,Americas,43218
18051,2020-08-23,Canada,Americas,43323
18052,2020-08-24,Canada,Americas,43454
18053,2020-08-25,Canada,Americas,43541
18054,2020-08-26,Canada,Americas,43658
18055,2020-08-27,Canada,Americas,43801
18056,2020-08-28,Canada,Americas,43919
18057,2020-08-29,Canada,Americas,44045
18058,2020-08-30,Canada,Americas,44143
18059,2020-08-31,Canada,Americas,44279
18060,2020-09-01,Canada,Americas,44418
18061,2020-09-02,Canada,Americas,44572
18062,2020-09-03,Canada,Americas,44720
18063,2020-09-04,Canada,Americas,44852
18064,2020-09-05,Canada,Americas,45019
18065,2020-09-06,Canada,Americas,45156
18066,2020-09-07,Canada,Americas,45314
18067,2020-09-08,Canada,Americas,45545
18068,2020-09-09,Canada,Americas,45724
18069,2020-09-10,Canada,Americas,45887
18070,2020-09-11,Canada,Americas,46118
18071,2020-09-12,Canada,Americas,46323
18072,2020-09-13,Canada,Americas,46485
18073,2020-09-14,Canada,Americas,46905
18074,2020-09-15,Canada,Americas,47165
18075,2020-09-16,Canada,Americas,47488
18076,2020-09-17,Canada,Americas,47688
18077,2020-09-18,Canada,Americas,48219
18078,2020-09-19,Canada,Americas,48317
18079,2020-09-20,Canada,Americas,48950
18080,2020-09-21,Canada,Americas,49442
18081,2020-09-22,Canada,Americas,49944
18082,2020-09-23,Canada,Americas,50273
18083,2020-09-24,Canada,Americas,50637
18084,2020-09-25,Canada,Americas,51166
18085,2020-09-26,Canada,Americas,51439
18086,2020-09-27,Canada,Americas,52134
18087,2020-09-28,Canada,Americas,52449
18088,2020-09-29,Canada,Americas,53115
18089,2020-09-30,Canada,Americas,54059
18090,2020-10-01,Canada,Americas,54643
18091,2020-10-02,Canada,Americas,55375
18092,2020-10-03,Canada,Americas,55522
18093,2020-10-04,Canada,Americas,56544
18094,2020-10-05,Canada,Americas,57238
18095,2020-10-06,Canada,Americas,57795
18096,2020-10-07,Canada,Americas,58202
18097,2020-10-08,Canada,Americas,58913
18098,2020-10-09,Canada,Americas,60189
18099,2020-10-10,Canada,Americas,61078
18100,2020-10-11,Canada,Americas,61678
18101,2020-10-12,Canada,Americas,61678
18102,2020-10-13,Canada,Americas,63300
18103,2020-10-14,Canada,Americas,64092
18104,2020-10-15,Canada,Americas,64826
18105,2020-10-16,Canada,Americas,65730
18106,2020-10-17,Canada,Americas,65869
18107,2020-10-18,Canada,Americas,67027
18108,2020-10-19,Canada,Americas,67749
18109,2020-10-20,Canada,Americas,68556
18110,2020-10-21,Canada,Americas,69362
18111,2020-10-22,Canada,Americas,70270
18112,2020-10-23,Canada,Americas,71140
18113,2020-10-24,Canada,Americas,71423
18114,2020-10-25,Canada,Americas,73143
18115,2020-10-26,Canada,Americas,73984
18116,2020-10-27,Canada,Americas,74867
18117,2020-10-28,Canada,Americas,75665
18118,2020-10-29,Canada,Americas,76660
18119,2020-10-30,Canada,Americas,77655
18120,2020-10-31,Canada,Americas,78532
18121,2020-11-01,Canada,Americas,79515
18122,2020-11-02,Canada,Americas,80570
18123,2020-11-03,Canada,Americas,81686
18124,2020-11-04,Canada,Americas,82687
18125,2020-11-05,Canada,Americas,82834
18126,2020-11-06,Canada,Americas,84759
18127,2020-11-07,Canada,Americas,85991
18128,2020-11-08,Canada,Americas,87205
18129,2020-11-09,Canada,Americas,88696
18130,2020-11-10,Canada,Americas,90227
18131,2020-11-11,Canada,Americas,91613
18132,2020-11-12,Canada,Americas,93145
18133,2020-11-13,Canada,Americas,94570
18134,2020-11-14,Canada,Americas,95964
18135,2020-11-15,Canada,Americas,97371
18136,2020-11-16,Canada,Americas,98778
18137,2020-11-17,Canada,Americas,100214
18138,2020-11-18,Canada,Americas,101508
18139,2020-11-19,Canada,Americas,102867
18140,2020-11-20,Canada,Americas,104307
18141,2020-11-21,Canada,Americas,105860
18142,2020-11-22,Canada,Americas,107347
18143,2020-11-23,Canada,Americas,108677
18144,2020-11-24,Canada,Americas,110066
18145,2020-11-25,Canada,Americas,111376
18146,2020-11-26,Canada,Americas,112898
18147,2020-11-27,Canada,Americas,114749
18148,2020-11-28,Canada,Americas,116517
18149,2020-11-29,Canada,Americas,118150
18150,2020-11-30,Canada,Americas,119897
18151,2020-12-01,Canada,Americas,121770
18152,2020-12-02,Canada,Americas,123639
18153,2020-12-03,Canada,Americas,125233
18154,2020-12-04,Canada,Americas,127130
18155,2020-12-05,Canada,Americas,128997
18156,2020-12-06,Canada,Americas,130962
18157,2020-12-07,Canada,Americas,132736
18158,2020-12-08,Canada,Americas,134605
18159,2020-12-09,Canada,Americas,136599
18160,2020-12-10,Canada,Americas,138529
18161,2020-12-11,Canada,Americas,140320
18162,2020-12-12,Canada,Americas,142171
18163,2020-12-13,Canada,Americas,143873
18164,2020-12-14,Canada,Americas,146067
18165,2020-12-15,Canada,Americas,148233
18166,2020-12-16,Canada,Americas,150468
18167,2020-12-17,Canada,Americas,152898
18168,2020-12-18,Canada,Americas,155180
18169,2020-12-19,Canada,Americas,157749
18170,2020-12-20,Canada,Americas,159871
18171,2020-12-21,Canada,Americas,162052
18172,2020-12-22,Canada,Americas,164318
18173,2020-12-23,Canada,Americas,166802
18174,2020-12-24,Canada,Americas,169137
18175,2020-12-25,Canada,Americas,169694
18176,2020-12-26,Canada,Americas,171892
18177,2020-12-27,Canada,Americas,173655
18178,2020-12-28,Canada,Americas,176814
18179,2020-12-29,Canada,Americas,179198
18180,2020-12-30,Canada,Americas,183104
18181,2020-12-31,Canada,Americas,186355
18182,2021-01-01,Canada,Americas,187344
18183,2021-01-02,Canada,Americas,191035
18184,2021-01-03,Canada,Americas,195368
18185,2021-01-04,Canada,Americas,198929
18186,2021-01-05,Canada,Americas,202085
18187,2021-01-06,Canada,Americas,205283
18188,2021-01-07,Canada,Americas,208691
18189,2021-01-08,Canada,Americas,212962
18190,2021-01-09,Canada,Americas,216674
18191,2021-01-10,Canada,Americas,220394
18192,2021-01-11,Canada,Americas,223857
18193,2021-01-12,Canada,Americas,226609
18194,2021-01-13,Canada,Americas,229854
18195,2021-01-14,Canada,Americas,233065
18196,2021-01-15,Canada,Americas,236127
18197,2021-01-16,Canada,Americas,239066
18198,2021-01-17,Canada,Americas,242339
18199,2021-01-18,Canada,Americas,244883
18200,2021-01-19,Canada,Americas,247144
18201,2020-01-22,Canada,Americas,0
18202,2020-01-23,Canada,Americas,0
18203,2020-01-24,Canada,Americas,0
18204,2020-01-25,Canada,Americas,0
18205,2020-01-26,Canada,Americas,0
18206,2020-01-27,Canada,Americas,0
18207,2020-01-28,Canada,Americas,0
18208,2020-01-29,Canada,Americas,0
18209,2020-01-30,Canada,Americas,0
18210,2020-01-31,Canada,Americas,0
18211,2020-02-01,Canada,Americas,0
18212,2020-02-02,Canada,Americas,0
18213,2020-02-03,Canada,Americas,0
18214,2020-02-04,Canada,Americas,0
18215,2020-02-05,Canada,Americas,0
18216,2020-02-06,Canada,Americas,0
18217,2020-02-07,Canada,Americas,0
18218,2020-02-08,Canada,Americas,0
18219,2020-02-09,Canada,Americas,0
18220,2020-02-10,Canada,Americas,0
18221,2020-02-11,Canada,Americas,0
18222,2020-02-12,Canada,Americas,0
18223,2020-02-13,Canada,Americas,0
18224,2020-02-14,Canada,Americas,0
18225,2020-02-15,Canada,Americas,0
18226,2020-02-16,Canada,Americas,0
18227,2020-02-17,Canada,Americas,0
18228,2020-02-18,Canada,Americas,0
18229,2020-02-19,Canada,Americas,0
18230,2020-02-20,Canada,Americas,0
18231,2020-02-21,Canada,Americas,0
18232,2020-02-22,Canada,Americas,0
18233,2020-02-23,Canada,Americas,0
18234,2020-02-24,Canada,Americas,0
18235,2020-02-25,Canada,Americas,0
18236,2020-02-26,Canada,Americas,0
18237,2020-02-27,Canada,Americas,0
18238,2020-02-28,Canada,Americas,0
18239,2020-02-29,Canada,Americas,0
18240,2020-03-01,Canada,Americas,0
18241,2020-03-02,Canada,Americas,0
18242,2020-03-03,Canada,Americas,0
18243,2020-03-04,Canada,Americas,0
18244,2020-03-05,Canada,Americas,0
18245,2020-03-06,Canada,Americas,0
18246,2020-03-07,Canada,Americas,0
18247,2020-03-08,Canada,Americas,0
18248,2020-03-09,Canada,Americas,0
18249,2020-03-10,Canada,Americas,0
18250,2020-03-11,Canada,Americas,0
18251,2020-03-12,Canada,Americas,0
18252,2020-03-13,Canada,Americas,0
18253,2020-03-14,Canada,Americas,0
18254,2020-03-15,Canada,Americas,1
18255,2020-03-16,Canada,Americas,1
18256,2020-03-17,Canada,Americas,1
18257,2020-03-18,Canada,Americas,1
18258,2020-03-19,Canada,Americas,2
18259,2020-03-20,Canada,Americas,2
18260,2020-03-21,Canada,Americas,2
18261,2020-03-22,Canada,Americas,3
18262,2020-03-23,Canada,Americas,3
18263,2020-03-24,Canada,Americas,3
18264,2020-03-25,Canada,Americas,5
18265,2020-03-26,Canada,Americas,5
18266,2020-03-27,Canada,Americas,9
18267,2020-03-28,Canada,Americas,11
18268,2020-03-29,Canada,Americas,11
18269,2020-03-30,Canada,Americas,18
18270,2020-03-31,Canada,Americas,21
18271,2020-04-01,Canada,Americas,21
18272,2020-04-02,Canada,Americas,22
18273,2020-04-03,Canada,Americas,22
18274,2020-04-04,Canada,Americas,22
18275,2020-04-05,Canada,Americas,22
18276,2020-04-06,Canada,Americas,22
18277,2020-04-07,Canada,Americas,22
18278,2020-04-08,Canada,Americas,25
18279,2020-04-09,Canada,Americas,25
18280,2020-04-10,Canada,Americas,25
18281,2020-04-11,Canada,Americas,25
18282,2020-04-12,Canada,Americas,25
18283,2020-04-13,Canada,Americas,25
18284,2020-04-14,Canada,Americas,25
18285,2020-04-15,Canada,Americas,26
18286,2020-04-16,Canada,Americas,26
18287,2020-04-17,Canada,Americas,26
18288,2020-04-18,Canada,Americas,26
18289,2020-04-19,Canada,Americas,26
18290,2020-04-20,Canada,Americas,26
18291,2020-04-21,Canada,Americas,26
18292,2020-04-22,Canada,Americas,26
18293,2020-04-23,Canada,Americas,26
18294,2020-04-24,Canada,Americas,26
18295,2020-04-25,Canada,Americas,26
18296,2020-04-26,Canada,Americas,26
18297,2020-04-27,Canada,Americas,26
18298,2020-04-28,Canada,Americas,27
18299,2020-04-29,Canada,Americas,27
18300,2020-04-30,Canada,Americas,27
18301,2020-05-01,Canada,Americas,27
18302,2020-05-02,Canada,Americas,27
18303,2020-05-03,Canada,Americas,27
18304,2020-05-04,Canada,Americas,27
18305,2020-05-05,Canada,Americas,27
18306,2020-05-06,Canada,Americas,27
18307,2020-05-07,Canada,Americas,27
18308,2020-05-08,Canada,Americas,27
18309,2020-05-09,Canada,Americas,27
18310,2020-05-10,Canada,Americas,27
18311,2020-05-11,Canada,Americas,27
18312,2020-05-12,Canada,Americas,27
18313,2020-05-13,Canada,Americas,27
18314,2020-05-14,Canada,Americas,27
18315,2020-05-15,Canada,Americas,27
18316,2020-05-16,Canada,Americas,27
18317,2020-05-17,Canada,Americas,27
18318,2020-05-18,Canada,Americas,27
18319,2020-05-19,Canada,Americas,27
18320,2020-05-20,Canada,Americas,27
18321,2020-05-21,Canada,Americas,27
18322,2020-05-22,Canada,Americas,27
18323,2020-05-23,Canada,Americas,27
18324,2020-05-24,Canada,Americas,27
18325,2020-05-25,Canada,Americas,27
18326,2020-05-26,Canada,Americas,27
18327,2020-05-27,Canada,Americas,27
18328,2020-05-28,Canada,Americas,27
18329,2020-05-29,Canada,Americas,27
18330,2020-05-30,Canada,Americas,27
18331,2020-05-31,Canada,Americas,27
18332,2020-06-01,Canada,Americas,27
18333,2020-06-02,Canada,Americas,27
18334,2020-06-03,Canada,Americas,27
18335,2020-06-04,Canada,Americas,27
18336,2020-06-05,Canada,Americas,27
18337,2020-06-06,Canada,Americas,27
18338,2020-06-07,Canada,Americas,27
18339,2020-06-08,Canada,Americas,27
18340,2020-06-09,Canada,Americas,27
18341,2020-06-10,Canada,Americas,27
18342,2020-06-11,Canada,Americas,27
18343,2020-06-12,Canada,Americas,27
18344,2020-06-13,Canada,Americas,27
18345,2020-06-14,Canada,Americas,27
18346,2020-06-15,Canada,Americas,27
18347,2020-06-16,Canada,Americas,27
18348,2020-06-17,Canada,Americas,27
18349,2020-06-18,Canada,Americas,27
18350,2020-06-19,Canada,Americas,27
18351,2020-06-20,Canada,Americas,27
18352,2020-06-21,Canada,Americas,27
18353,2020-06-22,Canada,Americas,27
18354,2020-06-23,Canada,Americas,27
18355,2020-06-24,Canada,Americas,27
18356,2020-06-25,Canada,Americas,27
18357,2020-06-26,Canada,Americas,27
18358,2020-06-27,Canada,Americas,27
18359,2020-06-28,Canada,Americas,27
18360,2020-06-29,Canada,Americas,27
18361,2020-06-30,Canada,Americas,27
18362,2020-07-01,Canada,Americas,27
18363,2020-07-02,Canada,Americas,27
18364,2020-07-03,Canada,Americas,27
18365,2020-07-04,Canada,Americas,30
18366,2020-07-05,Canada,Americas,32
18367,2020-07-06,Canada,Americas,32
18368,2020-07-07,Canada,Americas,32
18369,2020-07-08,Canada,Americas,32
18370,2020-07-09,Canada,Americas,33
18371,2020-07-10,Canada,Americas,33
18372,2020-07-11,Canada,Americas,33
18373,2020-07-12,Canada,Americas,34
18374,2020-07-13,Canada,Americas,35
18375,2020-07-14,Canada,Americas,36
18376,2020-07-15,Canada,Americas,36
18377,2020-07-16,Canada,Americas,36
18378,2020-07-17,Canada,Americas,36
18379,2020-07-18,Canada,Americas,36
18380,2020-07-19,Canada,Americas,36
18381,2020-07-20,Canada,Americas,36
18382,2020-07-21,Canada,Americas,36
18383,2020-07-22,Canada,Americas,36
18384,2020-07-23,Canada,Americas,36
18385,2020-07-24,Canada,Americas,36
18386,2020-07-25,Canada,Americas,36
18387,2020-07-26,Canada,Americas,36
18388,2020-07-27,Canada,Americas,36
18389,2020-07-28,Canada,Americas,36
18390,2020-07-29,Canada,Americas,36
18391,2020-07-30,Canada,Americas,36
18392,2020-07-31,Canada,Americas,36
18393,2020-08-01,Canada,Americas,36
18394,2020-08-02,Canada,Americas,36
18395,2020-08-03,Canada,Americas,36
18396,2020-08-04,Canada,Americas,36
18397,2020-08-05,Canada,Americas,36
18398,2020-08-06,Canada,Americas,36
18399,2020-08-07,Canada,Americas,36
18400,2020-08-08,Canada,Americas,36
18401,2020-08-09,Canada,Americas,36
18402,2020-08-10,Canada,Americas,36
18403,2020-08-11,Canada,Americas,36
18404,2020-08-12,Canada,Americas,41
18405,2020-08-13,Canada,Americas,41
18406,2020-08-14,Canada,Americas,41
